"","id","date","tavg"
"20037","RSM00031521",2012-12-03,-139
"20038","RSM00031521",2012-12-04,-163
"20039","RSM00031521",2012-12-05,-220
"20040","RSM00031521",2012-12-06,-247
"20041","RSM00031521",2012-12-07,-201
"20042","RSM00031521",2012-12-08,-165
"20043","RSM00031521",2012-12-09,-155
"20044","RSM00031521",2012-12-10,-152
"20045","RSM00031521",2012-12-11,-201
"20046","RSM00031521",2012-12-12,-219
"20047","RSM00031521",2012-12-13,-197
"20048","RSM00031521",2012-12-14,-246
"20049","RSM00031521",2012-12-15,-255
"20050","RSM00031521",2012-12-16,-268
"20051","RSM00031521",2012-12-17,-277
"20052","RSM00031521",2012-12-18,-298
"20053","RSM00031521",2012-12-19,-286
"20054","RSM00031521",2012-12-20,-263
"20055","RSM00031521",2012-12-21,-264
"20056","RSM00031521",2012-12-22,-286
"20057","RSM00031521",2012-12-23,-299
"20058","RSM00031521",2012-12-24,-281
"20059","RSM00031521",2012-12-25,-295
"20060","RSM00031521",2012-12-26,-307
"20061","RSM00031521",2012-12-27,-311
"20062","RSM00031521",2012-12-28,-293
"20063","RSM00031521",2012-12-29,-246
"20064","RSM00031521",2012-12-30,-274
"20065","RSM00031521",2012-12-31,-268
"20066","RSM00031521",2013-01-01,-245
"20067","RSM00031521",2013-01-02,-287
"20068","RSM00031521",2013-01-03,-299
"20069","RSM00031521",2013-01-04,-261
"20070","RSM00031521",2013-01-05,-264
"20071","RSM00031521",2013-01-06,-302
"20072","RSM00031521",2013-01-07,-326
"20073","RSM00031521",2013-01-08,-339
"20074","RSM00031521",2013-01-09,-336
"20075","RSM00031521",2013-01-10,-328
"20076","RSM00031521",2013-01-11,-313
"20077","RSM00031521",2013-01-12,-325
"20078","RSM00031521",2013-01-13,-328
"20079","RSM00031521",2013-01-14,-308
"20080","RSM00031521",2013-01-15,-308
"20081","RSM00031521",2013-01-16,-304
"20082","RSM00031521",2013-01-17,-295
"20083","RSM00031521",2013-01-18,-276
"20084","RSM00031521",2013-01-19,-253
"20085","RSM00031521",2013-01-20,-244
"20086","RSM00031521",2013-01-21,-228
"20087","RSM00031521",2013-01-22,-231
"20088","RSM00031521",2013-01-23,-245
"20089","RSM00031521",2013-01-24,-214
"20090","RSM00031521",2013-01-25,-218
"20091","RSM00031521",2013-01-26,-241
"20092","RSM00031521",2013-01-27,-252
"20093","RSM00031521",2013-01-28,-218
"20094","RSM00031521",2013-01-29,-201
"20095","RSM00031521",2013-01-30,-133
"20096","RSM00031521",2013-01-31,-166
"20097","RSM00031521",2013-02-01,-185
"20098","RSM00031521",2013-02-02,-241
"20099","RSM00031521",2013-02-03,-253
"20100","RSM00031521",2013-02-04,-269
"20101","RSM00031521",2013-02-05,-286
"20102","RSM00031521",2013-02-06,-281
"20103","RSM00031521",2013-02-07,-264
"20104","RSM00031521",2013-02-08,-280
"20105","RSM00031521",2013-02-09,-284
"20106","RSM00031521",2013-02-10,-283
"20107","RSM00031521",2013-02-11,-246
"20108","RSM00031521",2013-02-12,-197
"20109","RSM00031521",2013-02-13,-172
"20110","RSM00031521",2013-02-14,-225
"20111","RSM00031521",2013-02-15,-258
"20112","RSM00031521",2013-02-16,-233
"20113","RSM00031521",2013-02-17,-153
"20114","RSM00031521",2013-02-18,-164
"20115","RSM00031521",2013-02-19,-197
"20116","RSM00031521",2013-02-20,-225
"20117","RSM00031521",2013-02-21,-219
"20118","RSM00031521",2013-02-22,-242
"20119","RSM00031521",2013-02-23,-217
"20120","RSM00031521",2013-02-24,-214
"20121","RSM00031521",2013-02-25,-201
"20122","RSM00031521",2013-02-26,-138
"20123","RSM00031521",2013-02-27,-112
"20124","RSM00031521",2013-02-28,-122
"20125","RSM00031521",2013-03-01,-115
"20126","RSM00031521",2013-03-02,-174
"20127","RSM00031521",2013-03-03,-176
"20128","RSM00031521",2013-03-04,-144
"20129","RSM00031521",2013-03-05,-116
"20130","RSM00031521",2013-03-06,-46
"20131","RSM00031521",2013-03-07,-152
"20132","RSM00031521",2013-03-08,-206
"20133","RSM00031521",2013-03-09,-180
"20134","RSM00031521",2013-03-10,-186
"20135","RSM00031521",2013-03-11,-166
"20136","RSM00031521",2013-03-12,-141
"20137","RSM00031521",2013-03-13,-172
"20138","RSM00031521",2013-03-14,-153
"20139","RSM00031521",2013-03-15,-146
"20140","RSM00031521",2013-03-16,-118
"20141","RSM00031521",2013-03-17,-128
"20142","RSM00031521",2013-03-18,-155
"20143","RSM00031521",2013-03-19,-161
"20144","RSM00031521",2013-03-20,-175
"20145","RSM00031521",2013-03-21,-152
"20146","RSM00031521",2013-03-22,-114
"20147","RSM00031521",2013-03-23,-78
"20148","RSM00031521",2013-03-24,-83
"20149","RSM00031521",2013-03-25,-92
"20150","RSM00031521",2013-03-26,-57
"20151","RSM00031521",2013-03-27,-48
"20152","RSM00031521",2013-03-28,-73
"20153","RSM00031521",2013-03-29,-77
"20154","RSM00031521",2013-03-30,-73
"20155","RSM00031521",2013-03-31,-77
"20156","RSM00031521",2013-04-01,-38
"20157","RSM00031521",2013-04-02,12
"20158","RSM00031521",2013-04-03,-41
"20159","RSM00031521",2013-04-04,-69
"20160","RSM00031521",2013-04-05,-53
"20161","RSM00031521",2013-04-06,-53
"20162","RSM00031521",2013-04-07,-23
"20163","RSM00031521",2013-04-08,-33
"20164","RSM00031521",2013-04-09,-17
"20165","RSM00031521",2013-04-10,-2
"20166","RSM00031521",2013-04-11,-2
"20167","RSM00031521",2013-04-12,14
"20168","RSM00031521",2013-04-13,3
"20169","RSM00031521",2013-04-14,-20
"20170","RSM00031521",2013-04-15,-6
"20171","RSM00031521",2013-04-16,-16
"20172","RSM00031521",2013-04-17,14
"20173","RSM00031521",2013-04-18,11
"20174","RSM00031521",2013-04-19,16
"20175","RSM00031521",2013-04-20,29
"20176","RSM00031521",2013-04-21,39
"20177","RSM00031521",2013-04-22,60
"20178","RSM00031521",2013-04-23,58
"20179","RSM00031521",2013-04-24,61
"20180","RSM00031521",2013-04-25,71
"20181","RSM00031521",2013-04-26,65
"20182","RSM00031521",2013-04-27,74
"20183","RSM00031521",2013-04-28,99
"20184","RSM00031521",2013-04-29,91
"20185","RSM00031521",2013-04-30,86
"20186","RSM00031521",2013-05-01,87
"20187","RSM00031521",2013-05-02,102
"20188","RSM00031521",2013-05-03,123
"20189","RSM00031521",2013-05-04,158
"20190","RSM00031521",2013-05-05,70
"20191","RSM00031521",2013-05-06,147
"20192","RSM00031521",2013-05-07,176
"20193","RSM00031521",2013-05-08,144
"20194","RSM00031521",2013-05-09,108
"20195","RSM00031521",2013-05-10,109
"20196","RSM00031521",2013-05-11,84
"20197","RSM00031521",2013-05-12,92
"20198","RSM00031521",2013-05-13,86
"20199","RSM00031521",2013-05-14,119
"20200","RSM00031521",2013-05-15,133
"20201","RSM00031521",2013-05-16,178
"20202","RSM00031521",2013-05-17,181
"20203","RSM00031521",2013-05-18,189
"20204","RSM00031521",2013-05-19,191
"20205","RSM00031521",2013-05-20,154
"20206","RSM00031521",2013-05-21,136
"20207","RSM00031521",2013-05-22,152
"20208","RSM00031521",2013-05-23,176
"20209","RSM00031521",2013-05-24,119
"20210","RSM00031521",2013-05-25,184
"20211","RSM00031521",2013-05-26,151
"20212","RSM00031521",2013-05-27,163
"20213","RSM00031521",2013-05-28,168
"20214","RSM00031521",2013-05-29,136
"20215","RSM00031521",2013-05-30,68
"20216","RSM00031521",2013-05-31,149
"20217","RSM00031521",2013-06-01,143
"20218","RSM00031521",2013-06-02,107
"20219","RSM00031521",2013-06-03,156
"20220","RSM00031521",2013-06-04,169
"20221","RSM00031521",2013-06-05,178
"20222","RSM00031521",2013-06-06,196
"20223","RSM00031521",2013-06-07,175
"20224","RSM00031521",2013-06-08,168
"20225","RSM00031521",2013-06-09,140
"20226","RSM00031521",2013-06-10,138
"20227","RSM00031521",2013-06-11,169
"20228","RSM00031521",2013-06-12,147
"20229","RSM00031521",2013-06-13,175
"20230","RSM00031521",2013-06-14,181
"20231","RSM00031521",2013-06-15,168
"20232","RSM00031521",2013-06-16,183
"20233","RSM00031521",2013-06-17,182
"20234","RSM00031521",2013-06-18,181
"20235","RSM00031521",2013-06-19,165
"20236","RSM00031521",2013-06-20,177
"20237","RSM00031521",2013-06-21,206
"20238","RSM00031521",2013-06-22,227
"20239","RSM00031521",2013-06-23,225
"20240","RSM00031521",2013-06-24,252
"20241","RSM00031521",2013-06-25,259
"20242","RSM00031521",2013-06-26,201
"20243","RSM00031521",2013-06-27,188
"20244","RSM00031521",2013-06-28,191
"20245","RSM00031521",2013-06-29,194
"20246","RSM00031521",2013-06-30,190
"20247","RSM00031521",2013-07-01,224
"20248","RSM00031521",2013-07-02,216
"20249","RSM00031521",2013-07-03,200
"20250","RSM00031521",2013-07-04,201
"20251","RSM00031521",2013-07-05,168
"20252","RSM00031521",2013-07-06,169
"20253","RSM00031521",2013-07-07,178
"20254","RSM00031521",2013-07-08,173
"20255","RSM00031521",2013-07-09,172
"20256","RSM00031521",2013-07-10,133
"20257","RSM00031521",2013-07-11,166
"20258","RSM00031521",2013-07-12,211
"20259","RSM00031521",2013-07-13,197
"20260","RSM00031521",2013-07-14,206
"20261","RSM00031521",2013-07-15,239
"20262","RSM00031521",2013-07-16,236
"20263","RSM00031521",2013-07-17,219
"20264","RSM00031521",2013-07-18,239
"20265","RSM00031521",2013-07-19,232
"20266","RSM00031521",2013-07-20,197
"20267","RSM00031521",2013-07-21,198
"20268","RSM00031521",2013-07-22,228
"20269","RSM00031521",2013-07-23,204
"20270","RSM00031521",2013-07-24,231
"20271","RSM00031521",2013-07-25,203
"20272","RSM00031521",2013-07-26,216
"20273","RSM00031521",2013-07-27,226
"20274","RSM00031521",2013-07-28,212
"20275","RSM00031521",2013-07-29,211
"20276","RSM00031521",2013-07-30,222
"20277","RSM00031521",2013-07-31,209
"20278","RSM00031521",2013-08-01,238
"20279","RSM00031521",2013-08-02,224
"20280","RSM00031521",2013-08-03,223
"20281","RSM00031521",2013-08-04,201
"20282","RSM00031521",2013-08-05,217
"20283","RSM00031521",2013-08-06,212
"20284","RSM00031521",2013-08-07,216
"20285","RSM00031521",2013-08-08,224
"20286","RSM00031521",2013-08-09,209
"20287","RSM00031521",2013-08-10,198
"20288","RSM00031521",2013-08-11,197
"20289","RSM00031521",2013-08-12,218
"20290","RSM00031521",2013-08-13,215
"20291","RSM00031521",2013-08-14,230
"20292","RSM00031521",2013-08-15,209
"20293","RSM00031521",2013-08-16,205
"20294","RSM00031521",2013-08-17,188
"20295","RSM00031521",2013-08-18,174
"20296","RSM00031521",2013-08-19,173
"20297","RSM00031521",2013-08-20,180
"20298","RSM00031521",2013-08-21,198
"20299","RSM00031521",2013-08-22,194
"20300","RSM00031521",2013-08-23,180
"20301","RSM00031521",2013-08-24,176
"20302","RSM00031521",2013-08-25,124
"20303","RSM00031521",2013-08-26,106
"20304","RSM00031521",2013-08-27,114
"20305","RSM00031521",2013-08-28,118
"20306","RSM00031521",2013-08-29,104
"20307","RSM00031521",2013-08-30,113
"20308","RSM00031521",2013-08-31,126
"20309","RSM00031521",2013-09-01,112
"20310","RSM00031521",2013-09-02,134
"20311","RSM00031521",2013-09-03,149
"20312","RSM00031521",2013-09-04,163
"20313","RSM00031521",2013-09-05,184
"20314","RSM00031521",2013-09-06,184
"20315","RSM00031521",2013-09-07,181
"20316","RSM00031521",2013-09-08,192
"20317","RSM00031521",2013-09-09,187
"20318","RSM00031521",2013-09-10,133
"20319","RSM00031521",2013-09-11,108
"20320","RSM00031521",2013-09-12,114
"20321","RSM00031521",2013-09-13,159
"20322","RSM00031521",2013-09-14,112
"20323","RSM00031521",2013-09-15,82
"20324","RSM00031521",2013-09-16,74
"20325","RSM00031521",2013-09-17,84
"20326","RSM00031521",2013-09-18,72
"20327","RSM00031521",2013-09-19,70
"20328","RSM00031521",2013-09-20,54
"20329","RSM00031521",2013-09-21,78
"20330","RSM00031521",2013-09-22,139
"20331","RSM00031521",2013-09-23,68
"20332","RSM00031521",2013-09-24,56
"20333","RSM00031521",2013-09-25,64
"20334","RSM00031521",2013-09-26,102
"20335","RSM00031521",2013-09-27,90
"20336","RSM00031521",2013-09-28,51
"20337","RSM00031521",2013-09-29,17
"20338","RSM00031521",2013-09-30,87
"20339","RSM00031521",2013-10-01,42
"20340","RSM00031521",2013-10-02,7
"20341","RSM00031521",2013-10-03,-14
"20342","RSM00031521",2013-10-04,34
"20343","RSM00031521",2013-10-05,19
"20344","RSM00031521",2013-10-06,116
"20345","RSM00031521",2013-10-07,44
"20346","RSM00031521",2013-10-08,79
"20347","RSM00031521",2013-10-09,65
"20348","RSM00031521",2013-10-10,31
"20349","RSM00031521",2013-10-11,12
"20350","RSM00031521",2013-10-12,11
"20351","RSM00031521",2013-10-13,35
"20352","RSM00031521",2013-10-14,-24
"20353","RSM00031521",2013-10-15,-57
"20354","RSM00031521",2013-10-16,-31
"20355","RSM00031521",2013-10-17,-2
"20356","RSM00031521",2013-10-18,18
"20357","RSM00031521",2013-10-19,12
"20358","RSM00031521",2013-10-20,17
"20359","RSM00031521",2013-10-21,14
"20360","RSM00031521",2013-10-22,24
"20361","RSM00031521",2013-10-23,36
"20362","RSM00031521",2013-10-24,0
"20363","RSM00031521",2013-10-25,-7
"20364","RSM00031521",2013-10-26,-14
"20365","RSM00031521",2013-10-27,18
"20366","RSM00031521",2013-10-28,-69
"20367","RSM00031521",2013-10-29,-45
"20368","RSM00031521",2013-10-30,9
"20369","RSM00031521",2013-10-31,-29
"20370","RSM00031521",2013-11-01,19
"20371","RSM00031521",2013-11-02,37
"20372","RSM00031521",2013-11-03,12
"20373","RSM00031521",2013-11-04,24
"20374","RSM00031521",2013-11-05,13
"20375","RSM00031521",2013-11-06,-69
"20376","RSM00031521",2013-11-07,-152
"20377","RSM00031521",2013-11-08,-116
"20378","RSM00031521",2013-11-09,-117
"20379","RSM00031521",2013-11-10,-173
"20380","RSM00031521",2013-11-11,-176
"20381","RSM00031521",2013-11-12,-152
"20382","RSM00031521",2013-11-13,-78
"20383","RSM00031521",2013-11-14,-29
"20384","RSM00031521",2013-11-15,-56
"20385","RSM00031521",2013-11-16,-96
"20386","RSM00031521",2013-11-17,-79
"20387","RSM00031521",2013-11-18,-57
"20388","RSM00031521",2013-11-19,-32
"20389","RSM00031521",2013-11-20,-32
"20390","RSM00031521",2013-11-21,-79
"20391","RSM00031521",2013-11-22,-81
"20392","RSM00031521",2013-11-23,-77
"20393","RSM00031521",2013-11-24,-83
"20394","RSM00031521",2013-11-25,-85
"20395","RSM00031521",2013-11-26,-84
"20396","RSM00031521",2013-11-27,-89
"20397","RSM00031521",2013-11-28,-166
"20398","RSM00031521",2013-11-29,-133
"20399","RSM00031521",2013-11-30,-129
"20400","RSM00031521",2013-12-01,-168
"20401","RSM00031521",2013-12-02,-151
"20402","RSM00031521",2013-12-03,-89
"20403","RSM00031521",2013-12-04,-89
"20404","RSM00031521",2013-12-05,-135
"20405","RSM00031521",2013-12-06,-138
"20406","RSM00031521",2013-12-07,-181
"20407","RSM00031521",2013-12-08,-240
"20408","RSM00031521",2013-12-09,-257
"20409","RSM00031521",2013-12-10,-271
"20410","RSM00031521",2013-12-11,-250
"20411","RSM00031521",2013-12-12,-221
"20412","RSM00031521",2013-12-13,-206
"20413","RSM00031521",2013-12-14,-204
"20414","RSM00031521",2013-12-15,-213
"20415","RSM00031521",2013-12-16,-212
"20416","RSM00031521",2013-12-17,-208
"20417","RSM00031521",2013-12-18,-216
"20418","RSM00031521",2013-12-19,-233
"20419","RSM00031521",2013-12-20,-234
"20420","RSM00031521",2013-12-21,-244
"20421","RSM00031521",2013-12-22,-222
"20422","RSM00031521",2013-12-23,-233
"20423","RSM00031521",2013-12-24,-239
"20424","RSM00031521",2013-12-25,-235
"20425","RSM00031521",2013-12-26,-253
"20426","RSM00031521",2013-12-27,-243
"20427","RSM00031521",2013-12-28,-249
"20428","RSM00031521",2013-12-29,-272
"20429","RSM00031521",2013-12-30,-261
"20430","RSM00031521",2013-12-31,-238
"20431","RSM00031521",2014-01-01,-256
"20432","RSM00031521",2014-01-02,-275
"20433","RSM00031521",2014-01-03,-296
"20434","RSM00031521",2014-01-04,-291
"20435","RSM00031521",2014-01-05,-293
"20436","RSM00031521",2014-01-06,-192
"20437","RSM00031521",2014-01-07,-211
"20438","RSM00031521",2014-01-08,-262
"20439","RSM00031521",2014-01-09,-319
"20440","RSM00031521",2014-01-10,-323
"20441","RSM00031521",2014-01-11,-323
"20442","RSM00031521",2014-01-12,-303
"20443","RSM00031521",2014-01-13,-334
"20444","RSM00031521",2014-01-14,-337
"20445","RSM00031521",2014-01-15,-308
"20446","RSM00031521",2014-01-16,-314
"20447","RSM00031521",2014-01-17,-287
"20448","RSM00031521",2014-01-18,-284
"20449","RSM00031521",2014-01-19,-293
"20450","RSM00031521",2014-01-20,-268
"20451","RSM00031521",2014-01-21,-257
"20452","RSM00031521",2014-01-22,-243
"20453","RSM00031521",2014-01-23,-143
"20454","RSM00031521",2014-01-24,-213
"20455","RSM00031521",2014-01-25,-239
"20456","RSM00031521",2014-01-26,-230
"20457","RSM00031521",2014-01-27,-185
"20458","RSM00031521",2014-01-28,-259
"20459","RSM00031521",2014-01-29,-263
"20460","RSM00031521",2014-01-30,-272
"20461","RSM00031521",2014-01-31,-278
"20462","RSM00031521",2014-02-01,-252
"20463","RSM00031521",2014-02-02,-231
"20464","RSM00031521",2014-02-03,-283
"20465","RSM00031521",2014-02-04,-302
"20466","RSM00031521",2014-02-05,-280
"20467","RSM00031521",2014-02-06,-250
"20468","RSM00031521",2014-02-07,-261
"20469","RSM00031521",2014-02-08,-264
"20470","RSM00031521",2014-02-09,-271
"20471","RSM00031521",2014-02-10,-274
"20472","RSM00031521",2014-02-11,-269
"20473","RSM00031521",2014-02-12,-258
"20474","RSM00031521",2014-02-13,-244
"20475","RSM00031521",2014-02-14,-211
"20476","RSM00031521",2014-02-15,-206
"20477","RSM00031521",2014-02-16,-228
"20478","RSM00031521",2014-02-17,-234
"20479","RSM00031521",2014-02-18,-224
"20480","RSM00031521",2014-02-19,-211
"20481","RSM00031521",2014-02-20,-209
"20482","RSM00031521",2014-02-21,-178
"20483","RSM00031521",2014-02-22,-159
"20484","RSM00031521",2014-02-23,-96
"20485","RSM00031521",2014-02-24,-98
"20486","RSM00031521",2014-02-25,-85
"20487","RSM00031521",2014-02-26,-58
"20488","RSM00031521",2014-02-27,-160
"20489","RSM00031521",2014-02-28,-200
"20490","RSM00031521",2014-03-01,-230
"20491","RSM00031521",2014-03-02,-224
"20492","RSM00031521",2014-03-03,-218
"20493","RSM00031521",2014-03-04,-208
"20494","RSM00031521",2014-03-05,-213
"20495","RSM00031521",2014-03-06,-196
"20496","RSM00031521",2014-03-07,-177
"20497","RSM00031521",2014-03-08,-100
"20498","RSM00031521",2014-03-09,-90
"20499","RSM00031521",2014-03-10,-120
"20500","RSM00031521",2014-03-11,-119
"20501","RSM00031521",2014-03-12,-111
"20502","RSM00031521",2014-03-13,-113
"20503","RSM00031521",2014-03-14,-86
"20504","RSM00031521",2014-03-15,-67
"20505","RSM00031521",2014-03-16,-49
"20506","RSM00031521",2014-03-17,-43
"20507","RSM00031521",2014-03-18,-37
"20508","RSM00031521",2014-03-19,-39
"20509","RSM00031521",2014-03-20,-34
"20510","RSM00031521",2014-03-21,-8
"20511","RSM00031521",2014-03-22,-5
"20512","RSM00031521",2014-03-23,30
"20513","RSM00031521",2014-03-24,24
"20514","RSM00031521",2014-03-25,19
"20515","RSM00031521",2014-03-26,17
"20516","RSM00031521",2014-03-27,56
"20517","RSM00031521",2014-03-28,10
"20518","RSM00031521",2014-03-29,58
"20519","RSM00031521",2014-03-30,8
"20520","RSM00031521",2014-03-31,-11
"20521","RSM00031521",2014-04-01,-16
"20522","RSM00031521",2014-04-02,-16
"20523","RSM00031521",2014-04-03,-19
"20524","RSM00031521",2014-04-04,-6
"20525","RSM00031521",2014-04-05,-9
"20526","RSM00031521",2014-04-06,22
"20527","RSM00031521",2014-04-07,61
"20528","RSM00031521",2014-04-08,37
"20529","RSM00031521",2014-04-09,21
"20530","RSM00031521",2014-04-10,23
"20531","RSM00031521",2014-04-11,54
"20532","RSM00031521",2014-04-12,68
"20533","RSM00031521",2014-04-13,138
"20534","RSM00031521",2014-04-14,73
"20535","RSM00031521",2014-04-15,1
"20536","RSM00031521",2014-04-16,19
"20537","RSM00031521",2014-04-17,27
"20538","RSM00031521",2014-04-18,54
"20539","RSM00031521",2014-04-19,81
"20540","RSM00031521",2014-04-20,94
"20541","RSM00031521",2014-04-21,100
"20542","RSM00031521",2014-04-22,142
"20543","RSM00031521",2014-04-23,160
"20544","RSM00031521",2014-04-24,181
"20545","RSM00031521",2014-04-25,196
"20546","RSM00031521",2014-04-26,87
"20547","RSM00031521",2014-04-27,94
"20548","RSM00031521",2014-04-28,164
"20549","RSM00031521",2014-04-29,198
"20550","RSM00031521",2014-04-30,193
"20551","RSM00031521",2014-05-01,75
"20552","RSM00031521",2014-05-02,62
"20553","RSM00031521",2014-05-03,18
"20554","RSM00031521",2014-05-04,37
"20555","RSM00031521",2014-05-05,54
"20556","RSM00031521",2014-05-06,68
"20557","RSM00031521",2014-05-07,76
"20558","RSM00031521",2014-05-08,135
"20559","RSM00031521",2014-05-09,170
"20560","RSM00031521",2014-05-10,186
"20561","RSM00031521",2014-05-11,146
"20562","RSM00031521",2014-05-12,102
"20563","RSM00031521",2014-05-13,103
"20564","RSM00031521",2014-05-14,104
"20565","RSM00031521",2014-05-15,108
"20566","RSM00031521",2014-05-16,119
"20567","RSM00031521",2014-05-17,116
"20568","RSM00031521",2014-05-18,124
"20569","RSM00031521",2014-05-19,146
"20570","RSM00031521",2014-05-20,165
"20571","RSM00031521",2014-05-21,143
"20572","RSM00031521",2014-05-22,175
"20573","RSM00031521",2014-05-23,150
"20574","RSM00031521",2014-05-24,103
"20575","RSM00031521",2014-05-25,123
"20576","RSM00031521",2014-05-26,102
"20577","RSM00031521",2014-05-27,113
"20578","RSM00031521",2014-05-28,130
"20579","RSM00031521",2014-05-29,128
"20580","RSM00031521",2014-05-30,157
"20581","RSM00031521",2014-05-31,157
"20582","RSM00031521",2014-06-01,246
"20583","RSM00031521",2014-06-02,225
"20584","RSM00031521",2014-06-03,144
"20585","RSM00031521",2014-06-04,150
"20586","RSM00031521",2014-06-05,178
"20587","RSM00031521",2014-06-06,158
"20588","RSM00031521",2014-06-07,168
"20589","RSM00031521",2014-06-08,200
"20590","RSM00031521",2014-06-09,198
"20591","RSM00031521",2014-06-10,205
"20592","RSM00031521",2014-06-11,220
"20593","RSM00031521",2014-06-12,185
"20594","RSM00031521",2014-06-13,194
"20595","RSM00031521",2014-06-14,182
"20596","RSM00031521",2014-06-15,162
"20597","RSM00031521",2014-06-16,164
"20598","RSM00031521",2014-06-17,170
"20599","RSM00031521",2014-06-18,154
"20600","RSM00031521",2014-06-19,174
"20601","RSM00031521",2014-06-20,198
"20602","RSM00031521",2014-06-21,224
"20603","RSM00031521",2014-06-22,234
"20604","RSM00031521",2014-06-23,258
"20605","RSM00031521",2014-06-24,214
"20606","RSM00031521",2014-06-25,198
"20607","RSM00031521",2014-06-26,187
"20608","RSM00031521",2014-06-27,217
"20609","RSM00031521",2014-06-28,220
"20610","RSM00031521",2014-06-29,220
"20611","RSM00031521",2014-06-30,203
"20612","RSM00031521",2014-07-01,247
"20613","RSM00031521",2014-07-02,263
"20614","RSM00031521",2014-07-03,242
"20615","RSM00031521",2014-07-04,193
"20616","RSM00031521",2014-07-05,214
"20617","RSM00031521",2014-07-06,162
"20618","RSM00031521",2014-07-07,186
"20619","RSM00031521",2014-07-08,184
"20620","RSM00031521",2014-07-09,172
"20621","RSM00031521",2014-07-10,188
"20622","RSM00031521",2014-07-11,191
"20623","RSM00031521",2014-07-12,158
"20624","RSM00031521",2014-07-13,162
"20625","RSM00031521",2014-07-14,189
"20626","RSM00031521",2014-07-15,199
"20627","RSM00031521",2014-07-16,198
"20628","RSM00031521",2014-07-17,214
"20629","RSM00031521",2014-07-18,207
"20630","RSM00031521",2014-07-19,235
"20631","RSM00031521",2014-07-20,218
"20632","RSM00031521",2014-07-21,169
"20633","RSM00031521",2014-07-22,189
"20634","RSM00031521",2014-07-23,171
"20635","RSM00031521",2014-07-24,180
"20636","RSM00031521",2014-07-25,186
"20637","RSM00031521",2014-07-26,207
"20638","RSM00031521",2014-07-27,231
"20639","RSM00031521",2014-07-28,231
"20640","RSM00031521",2014-07-29,228
"20641","RSM00031521",2014-07-30,194
"20642","RSM00031521",2014-07-31,223
"20643","RSM00031521",2014-08-01,184
"20644","RSM00031521",2014-08-02,196
"20645","RSM00031521",2014-08-03,185
"20646","RSM00031521",2014-08-04,174
"20647","RSM00031521",2014-08-05,174
"20648","RSM00031521",2014-08-06,164
"20649","RSM00031521",2014-08-07,164
"20650","RSM00031521",2014-08-08,200
"20651","RSM00031521",2014-08-09,200
"20652","RSM00031521",2014-08-10,194
"20653","RSM00031521",2014-08-11,210
"20654","RSM00031521",2014-08-12,195
"20655","RSM00031521",2014-08-13,193
"20656","RSM00031521",2014-08-14,202
"20657","RSM00031521",2014-08-15,184
"20658","RSM00031521",2014-08-16,185
"20659","RSM00031521",2014-08-17,191
"20660","RSM00031521",2014-08-18,182
"20661","RSM00031521",2014-08-19,178
"20662","RSM00031521",2014-08-20,189
"20663","RSM00031521",2014-08-21,195
"20664","RSM00031521",2014-08-22,213
"20665","RSM00031521",2014-08-23,226
"20666","RSM00031521",2014-08-24,217
"20667","RSM00031521",2014-08-25,191
"20668","RSM00031521",2014-08-26,187
"20669","RSM00031521",2014-08-27,193
"20670","RSM00031521",2014-08-28,181
"20671","RSM00031521",2014-08-29,184
"20672","RSM00031521",2014-08-30,206
"20673","RSM00031521",2014-08-31,219
"20674","RSM00031521",2014-09-01,188
"20675","RSM00031521",2014-09-02,162
"20676","RSM00031521",2014-09-03,178
"20677","RSM00031521",2014-09-04,164
"20678","RSM00031521",2014-09-05,152
"20679","RSM00031521",2014-09-06,159
"20680","RSM00031521",2014-09-07,187
"20681","RSM00031521",2014-09-08,173
"20682","RSM00031521",2014-09-09,149
"20683","RSM00031521",2014-09-10,96
"20684","RSM00031521",2014-09-11,143
"20685","RSM00031521",2014-09-12,169
"20686","RSM00031521",2014-09-13,173
"20687","RSM00031521",2014-09-14,120
"20688","RSM00031521",2014-09-15,78
"20689","RSM00031521",2014-09-16,60
"20690","RSM00031521",2014-09-17,93
"20691","RSM00031521",2014-09-18,106
"20692","RSM00031521",2014-09-19,113
"20693","RSM00031521",2014-09-20,131
"20694","RSM00031521",2014-09-21,124
"20695","RSM00031521",2014-09-22,117
"20696","RSM00031521",2014-09-23,57
"20697","RSM00031521",2014-09-24,97
"20698","RSM00031521",2014-09-25,83
"20699","RSM00031521",2014-09-26,128
"20700","RSM00031521",2014-09-27,78
"20701","RSM00031521",2014-09-28,-2
"20702","RSM00031521",2014-09-29,4
"20703","RSM00031521",2014-09-30,29
"20704","RSM00031521",2014-10-01,22
"20705","RSM00031521",2014-10-02,0
"20706","RSM00031521",2014-10-03,1
"20707","RSM00031521",2014-10-04,16
"20708","RSM00031521",2014-10-05,30
"20709","RSM00031521",2014-10-06,92
"20710","RSM00031521",2014-10-07,4
"20711","RSM00031521",2014-10-08,6
"20712","RSM00031521",2014-10-09,16
"20713","RSM00031521",2014-10-10,11
"20714","RSM00031521",2014-10-11,26
"20715","RSM00031521",2014-10-12,1
"20716","RSM00031521",2014-10-13,9
"20717","RSM00031521",2014-10-14,6
"20718","RSM00031521",2014-10-15,61
"20719","RSM00031521",2014-10-16,-7
"20720","RSM00031521",2014-10-17,15
"20721","RSM00031521",2014-10-18,43
